Rank	Title	SJR	Publisher	Categories
25763	Heythrop Journal - Quarterly Review of Philosophy and Theology	0.127	Wiley-Blackwell	Religious Studies 
25764	Historia y Memoria	0.127	Universidad Pedagogica y Tecnologica de Colombia	History 
25765	ICAC 2018 - 2018 24th IEEE International Conference on Automation and Computing: Improving Productivity through Automation and Computing	0.127		"Computer Networks and Communications; Computer Science Applications; Control and Optimization; Industrial and Manufacturing Engineering; Mechanical Engineering; Process Chemistry and Technology; Safety	 Risk	 Reliability and Quality																																						"
25766	"ICEMPE 2019 - 2nd International Conference on Electrical Materials and Power Equipment	 Proceedings"	0.127		"Electrical and Electronic Engineering; Electronic	 Optical and Magnetic Materials; Energy Engineering and Power Technology; Polymers and Plastics; Safety	 Risk	 Reliability and Quality																																				"
25767	"IEEE 12th International Conference on Application of Information and Communication Technologies	 AICT 2018 - Proceedings"	0.127		"Computer Networks and Communications; Computer Science Applications; Computer Vision and Pattern Recognition; Health Informatics; Information Systems; Information Systems and Management																																							"
25768	"Institution of Mechanical Engineers - Vehicle Thermal Management Sytems Conference	 VTMS 2017"	0.127		"Building and Construction; Mechanical Engineering																																							"
25769	"International Conference on Big Data and Artificial Intelligence	 BDAI 2018"	0.127		"Artificial Intelligence; Information Systems and Management; Signal Processing																																							"
25770	International Journal of COMADEM	0.127	COMADEM International	Bioengineering 
25771	International Journal of Materials and Structural Integrity	0.127	Inderscience Enterprises Ltd.	Materials Science 
25772	International Journal of Microwave and Optical Technology	0.127	"Electrical Engineering Department	University of Nevada"	Electrical and Electronic Engineering 
25773	"IoPARTS 2018 - Proceedings of the 2018 International Workshop on Internet of People	 Assistive Robots and ThingS"	0.127		"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Information Systems and Management																																							"
25774	Iranian Journal of Blood and Cancer	0.127	Iranian Pediatric Hematology and Oncology Society	Hematology 
25775	Irish Historical Studies	0.127	Cambridge University Press	History 
25776	Japanese Journal of Southeast Asian Studies	0.127	"Center for Southeast Asian Studies	 Kyoto University"	Development 
25777	Japanese Pharmacology and Therapeutics	0.127	Life Science Publishing Co. Ltd	Pharmacology 
25778	JMS - Journal of Medical Society	0.127	Regional Institute of Medical Sciences	Medicine 
25779	"Journal Globalization	 Competitiveness and Governability"	0.127	Universia Holding	"Business	 Management and Accounting "
25780	Journal of African Media Studies	0.127	Intellect Ltd.	Communication 
25781	Journal of Cutaneous Immunology and Allergy	0.127	Wiley-Blackwell Publishing Ltd	Dermatology 
25782	Journal of Korean Studies	0.127	"Center for Korea Studies	 University of Washington"	Social Sciences 
25783	Journal of Oral Research	0.127	Universidad de Concepcion	Dentistry 
25784	Journal of the Dermatology Nurses' Association	0.127	Lippincott Williams and Wilkins	Advanced and Specialized Nursing 
25785	Journal of Tianjin Polytechnic University	0.127	Tianjin Polytechnic University	Polymers and Plastics 
25786	Klinik Psikiyatri Dergisi	0.127	ANP Publishing	Psychiatry and Mental Health 
25787	Law Teacher	0.127	Taylor and Francis Ltd.	Law 
25788	"Life-Cycle Analysis and Assessment in Civil Engineering: Towards an Integrated Vision - Proceedings of the 6th International Symposium on Life-Cycle Civil Engineering	 IALCCE 2018"	0.127		"Civil and Structural Engineering; Safety	 Risk	 Reliability and Quality																																					"
25789	Mediterranean Microwave Symposium	0.127		"Electrical and Electronic Engineering																																					"
25790	Metodoloski Zvezki	0.127	"Faculty of Social Sciences	 University of Ljubljana"	Social Sciences 
25791	Mundo da Saude	0.127	Editora do Centro Universitario Sao Camilo	"Public Health	 Environmental and Occupational Health "
25792	Organisational and Social Dynamics	0.127		Social Psychology 
25793	Philippine Political Science Journal	0.127	Taylor and Francis Ltd.	Political Science and International Relations 
25794	Philosophy Today	0.127	Philosophy Documentation Center	Philosophy 
25795	Polytrauma	0.127	Regional Clinical Center of Miners Health Protection	Engineering 
25796	"Proceedings - 2017 21st International Conference Information Visualisation	 iV 2017"	0.127		"Computer Graphics and Computer-Aided Design; Computer Networks and Communications; Human-Computer Interaction; Media Technology																																							"
25797	"Proceedings - 2018 International Conference on Artificial Intelligence: Applications and Innovations	 IC-AIAI 2018"	0.127		"Artificial Intelligence; Software																																							"
25798	"Proceedings - 2018 International Conference on Robots and Intelligent System	 ICRIS 2018"	0.127		"Artificial Intelligence; Computer Science Applications; Control and Optimization; Industrial and Manufacturing Engineering; Mechanical Engineering; Media Technology																																							"
25799	"Proceedings - 2018 International Conference on Virtual Reality and Intelligent Systems	 ICVRIS 2018"	0.127		"Artificial Intelligence; Computational Mathematics; Computer Science Applications; Control and Optimization; Media Technology																																							"
25800	"Proceedings - 2019 IEEE 13th International Conference on Compatibility	 Power Electronics and Power Engineering	 CPE-POWERENG 2019"	0.127		"Control and Optimization; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Renewable Energy	 Sustainability and the Environment																																					"
25801	Proceedings - CYBERNETICSCOM 2016: International Conference on Computational Intelligence and Cybernetics	0.127		"Artificial Intelligence; Computational Theory and Mathematics; Computer Networks and Communications; Computer Science Applications; Computer Vision and Pattern Recognition; Electrical and Electronic Engineering																																								"
25802	"Proceedings - European Workshop on Visual Information Processing	  EUVIP"	0.127		"Computer Vision and Pattern Recognition; Information Systems; Signal Processing																																							"
25803	"Proceedings of 2016 IEEE 15th International Conference on Cognitive Informatics and Cognitive Computing	 ICCI*CC 2016"	0.127		"Artificial Intelligence; Cognitive Neuroscience; Computer Vision and Pattern Recognition; Control and Optimization; Energy Engineering and Power Technology; Information Systems; Renewable Energy	 Sustainability and the Environment; Software																																						"
25804	"Proceedings of 2018 IEEE 2nd International Electrical and Energy Conference	 CIEEC 2018"	0.127		"Computer Networks and Communications; Electrical and Electronic Engineering; Energy Engineering and Power Technology																																							"
25805	"Proceedings of 2nd International Conference on 2017 Devices for Integrated Circuit	 DevIC 2017"	0.127		"Electrical and Electronic Engineering; Electronic	 Optical and Magnetic Materials; Hardware and Architecture																																						"
25806	"Proceedings of the 20th International Dependency and Structure Modeling Conference	 DSM 2018"	0.127		"Building and Construction; Civil and Structural Engineering																																							"
25807	"Proceedings of the 3rd International Conference on Informatics and Computing	 ICIC 2018"	0.127		"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Computer Vision and Pattern Recognition; Information Systems; Information Systems and Management																																							"
25808	Proceedings of the European Conference on Intellectual Capital	0.127		"Business and International Management; Organizational Behavior and Human Resource Management; Strategy and Management																																							"
25809	Proceedings of the International Symposium on Radiative Transfer	0.127		"Electrical and Electronic Engineering; Mechanical Engineering; Nuclear Energy and Engineering; Radiation																																								"
25810	Proceedings of the Pakistan Academy of Sciences: Part A	0.127	Pakistan Academy of Sciences	Computer Science 
25811	"Proceedings of the SIAM Conference on Control and Its Applications	 CT 2017"	0.127		"Control and Systems Engineering																																							"
25812	Prose Studies	0.127	Taylor and Francis Ltd.	Literature and Literary Theory 
25813	PSAM 2016 - 13th International Conference on Probabilistic Safety Assessment and Management	0.127		"Safety	 Risk	 Reliability and Quality																																						"
25814	Research in Phenomenology	0.127	Brill Academic Publishers	Philosophy 
